Menu Level|Menu place|MENU- number|Label|Function type|Module|Function code|Function name|Program Class|Deny usage|Token code
157|8|8|RETURN |3||||9999|no|BILL
1576|8|8|RETURN |3||||9999|no|BILL
1577|1|1458|CALLITEM XML|1|Inv/call_itemization_ui.p|itemxml|Call Itemization XML (Bulk)|9999|no|BILL
1577|2|1462|CALLITEM PDF|1|Inv/call_itemization_xml2pdf_ui.p|itempdf|Call Itemization PDF Creation|9999|no|BILL
1577|4|1167|INTRUM XML LOG|1|Inv/intrum_invoice_report_ui.p|intrlog|Log File From Intrum XML File|9999|no|BILL
1577|5|9823|RESELLER ITEM XML|1|Inv/commission_itemization_ui.p|res-xml|Reseller Itemization XML|9999|no|BILL
1577|6|9824|RESELLER ITEM PDF|1|Inv/comm_itemization_xml2pdf_ui.p|res-pdf|Reseller itemization XML to PDF|9999|no|BILL
1577|8|8|RETURN |3||||9999|no|BILL
16|1|51|BASIC FILES|2||ar-bf|BASIC FILES OF ACCOUNTS RECEIVABLE|9999|no|AR
16|2|893|BROWSE FILES|2||ar-br|BROWSERS FOR A/R FILES|9999|no|AR
16|3|829|PAYMENTS |2||ar-pay|PAYMENTS|9999|no|AR
16|4|42|PRINT- OUTS|2||ar-pr|PRINTOUTS OF A/R|9999|no|AR
16|5|908|MAKE A CR. NOTE|1|Ar/nncimu.p|ar-cb|Credit bill; create from an old bill|9999|no|AR
16|6|1168|INTRUM UPDATES|1|Inv/intrum_updates_ui.p|intrumup|Customer updates to Intrum|9999|no|AR
16|7|895|COMMISS. |2||ar-cc|COMMISSION CALCULATIONS|9999|no|REM
16|8|8|RETURN |3||||9999|no|AR
161|1|828|CHANGE AN INV.|1|Ar/nnlsyp.p|ar-ci|Invoice; change an existing invoice|9999|no|AR
161|3|1649|BANK DATA|2||ar-ba|Bank Data|9999|no|AR
161|4|1719|VOUCHER NUMBER|1|Ar/paymvouch.p|ar-vn|Voucher number series|9999|yes|AR
161|5|1711|ACCOUNT. DATA|2||ar-acc|Accounting Data|9999|no|AR
161|6|1699|POSTING RULES|1|Ar/paymconfig.p|paympost|Posting Rules For Payments|9999|no|SYST
161|7|1553|ACCOUNT. RULES|1|Mc/ccrule_run.p|acc-rule|Accounting Rules|9999|no|AR
161|8|8|RETURN |3||||9999|no|AR
1613|1|9012|BANKS |1|Mc/banklist.p|ar-bl|Bank Listing|9999|no|AR
1613|3|1648|READ BANKDATA|1|Mc/bankdataui.p|ar-reb|Read Bank Data|9999|no|AR
1613|8|8|RETURN |3||||9999|no|AR
1615|1|975|ACCOUNTS |1|Mc/nnacyp.p|su-ac|Account file|9999|no|SYST
1615|2|1703|COST CENTRE|1|Mc/ccentre.p|ar-cc|Cost Centres|9999|no|SYST
1615|3|1091|TAX ZONES|1|Ar/taxzone.p|ar-tzone|Tax Zones|9999|no|SYST
1615|4|1092|TAX CLASSES|1|Ar/taxclass.p|ar-tclas|Tax Classes|9999|no|SYST
1615|5|1090|REGIONS |1|Ar/region.p|ar-reg|Regions|9999|no|SYST
1615|6|999|TAX CODES|1|Mc/vatcode.p|ar-vat|Vat Codes|9999|no|Syst
1615|7|1724|ACCOUNT. PERIODS|1|Ar/accperiod.p|su-ap|Accounting Periods|9999|no|SYST
1615|8|8|RETURN |3||||9999|no|AR
162|1|831|ALL INVOICES|1|Ar/nnlaky.p|ar-bi|Invoices, browse invoices and their paym|9999|no|AR
162|2|862|INTEREST EVENTS|1|Ar/inteventm.p|ar-int|Overtime interest file; browse|9999|no|AR
162|3|1798|SUMMARY OF UNPAI|1|Mc/nnlala.p|ar-chk|Check total amount of all unpaid bills|9999|no|AR
162|4|1008|UPD.OVER TIMEINT|1|Ar/otint.p|otint|Update overtime interest|9999|no|AR
162|5|1495|ALL PAYMENTS|1|Ar/paymentc.p|ar-allpa|Browse all payments|9999|no|AR
162|6|1492|CLAIMING |1|Ar/claimhis2.p|ar-clbr|Claiming History|9999|no|AR
162|8|8|RETURN |3||||9999|no|AR
163|1|850|MANUAL PAYMENTS|1|Ar/nnsusy.p|ar-pam|Payments into a/r, manual input|9999|no|AR
163|2|849|PAYMENT FILES|2||ar-file|Payment Files|9999|no|AR
163|3|1783|PAYMENT PLANS|2||ar-pplan|Payment Plans|9999|no|REM
163|4|129|OVERPAYM MAINT|1|Ar/nndepo.p|ar-pad|Advance Payments and deposits|9999|no|AR
163|5|1726|CREDIT LOSS|1|Ar/credloss.p|ar-clos|Credit loss payments|9999|no|AR
163|6|762|UNREGIST PAYMENTS|1|Ar/unregpay.p|ar-koh|Unregist payments|9999|no|REM
163|7|1496|CLAIMING |2||ar-claim|Claiming|9999|no|AR
163|8|8|RETURN |3||||9999|no|AR
1632|1|1804|PAYMENT CONFIG|1|Ar/ocrcfg.p|ar-cfg|OCR-configuration|9999|no|AR
1632|3|1793|READ PAYMENTS|1|Ar/payment_reading_ui.p|ar-pao|Payments into a/r, input from OCR file|9999|no|AR
1632|4|1249|READ INV STATUS|1|Ar/intrum_status_ui.p|intrstat|Read Invoice Status From Intrum|9999|no|AR
1632|5|1792|REFUND PAYMENTS|1|Ar/refupick.p|ar-refu|Refund Payments|9999|no|REM
1632|8|8|RETURN |3||||9999|no|AR
1633|1|1783|PAYMENT PLANS|1|Ar/paymplam.p|ar-pp|Payment Plans|9999|no|AR
1633|3|1064|CREDIT CONTROL|1|Ar/ppcredctrl.p|ar-ppcr|Payment Plans In Credit Control|9999|no|AR
1633|8|8|RETURN |3||||9999|no|AR
1637|1|1923|DEBT COLLECT.|1|Ar/debtcollect_ui.p|debtcoll|Debt Collection|9999|no|AR
1637|3|1019|CLAIMING |1|Mm/mslockui.p|ar-lock|Lock / unlock subscriptions due to debt|9999|yes|AR
1637|6|1251|AKF COLLECT.|1|Ar/intrumli.p|ar-inco|Invoice collection file to Intrum|9999|yes|AR
1637|7|1252|COLLECT. CANCEL|1|Ar/intrumsl.p|ar-inba|Backing file to Intrum|9999|yes|AR
1637|8|8|RETURN |3||||9999|no|AR
164|1|564|FOR BOOK KEEPING|2||ar-pbk|A/R PRINTOUTS FOR BOOKKEEPING|9999|no|AR
164|2|565|OTHER PRINTOUT|2||ar-pot|OTHER A/R PRINTOUTS|9999|no|AR
164|3|1761|CUSTOMER REPORT|2||ar-cus|Customer reports|9999|no|AR
164|4|1496|CLAIMING |2||ar-cla|CLAIMING REPORTS|9999|no|AR
164|5|1632|REVENUE |2||ar-reven|REVENUE REPORTS|9999|no|AR
164|6|1652|SALES |2||ar-sales|Sales Reports|9999|no|AR
164|8|8|RETURN |3||||9999|no|AR
1641|1|821|INVOICE JOURNAL|1|Ar/nnlalu.p|ar-pij|Invoice journal from a/r, printout|9999|no|AR
1641|2|822|BALANCE REPORT|1|Ar/nnrelu.p|ar-pbr|Balance report from a/c, printout|9999|no|AR
1641|3|823|PAYMENT JOURNAL|1|Ar/payment_journal_ui.p|ar-ppj|Payment journal from a/r, printout|9999|no|AR
1641|4|561|ACCOUNT SUMMARY|1|Ar/nnster.p|ar-as|Account Summary, printout|9999|no|AR
1641|5|582|LIST OF ADVP/DEP|1|Mc/nnadli.p|ar-ad|List of Advence Payments and Deposits|9999|no|AR
1641|6|1755|DEPOSIT INVOICES|1|Inv/depoinv_f.p|ar-depo|Deposit Invoices|9999|no|AR
1641|8|8|RETURN |3||||9999|no|AR
1642|1|824|AGE- ANALYSIS|1|Ar/nnikaj.p|ar-paa|Age analysis from a/r, printout|9999|no|AR
1642|2|825|PAYMENT FORECAST|1|Ar/nnkaen.p|ar-ppp|Payment prognosis from a/r, printout|9999|no|AR
1642|3|826|DUE INVOICES|2||ar-di|Due invoices|9999|no|AR
1642|4|940|CONTROL INV.JOUR|1|Ar/invjournal_ctrl.p|ctrl-ij|Control Invoice Journal|9999|no|AR
1642|5|762|UNREGIST PAYMENTS|2||ar-unr|Unregistered Payments Reports|9999|no|AR
1642|6|1717|BALANCES |1|Ar/arbalrel.p|ar-bsum|Balance Summary|9999|no|AR
1642|7|1733|PAYMENTS BY BANK|1|Ar/pbankrel.p|ar-bank|Payments by Bank|9999|no|AR
1642|8|8|RETURN |3||||9999|no|AR
16423|1|826|DUE INVOICES|1|Ar/nnerlu.p|ar-pdi|Due invoices from a/r, printout|9999|no|AR
16423|8|8|RETURN |3||||9999|no|AR
16425|1|764|UNREG. REPORTS|1|Ar/unregrep.p|ar-urr|Unregistered payment report|9999|no|AR
16425|8|8|RETURN |3||||9999|no|AR
1643|1|1819|INVG&CAT UPDATE|1|Ar/cust_invg_cat_update_report_ui.p|ar-cicur|Customer Inv.Group and Category Update|9999|no|AR
1643|2|1814|CURRENT BALANCES|1|Ar/balrel.p|ar-cbal|Current Balances|9999|no|AR
1643|3|1762|CUSTOMER BALANCES|1|Ar/custbalrem.p|ar-cbr|Customer balances repot|9999|no|AR
1643|4|1727|CUSTOMER OVERPAYM|1|Ar/opbalrel.p|ar-op|Customers' Overpayments|9999|no|AR
1643|8|8|RETURN |3||||0|no|AR
1644|1|1497|CREDIT LOSS INV|1|Ar/clinvrel.p|ar-clinv|Credit loss invoices|9999|no|AR
1644|2|1498|CLAIMING CANCELLE|1|Ar/ccinvrel.p|ar-ccrep|Claim cancellation|9999|no|AR
1644|8|8|RETURN |3||||9999|no|AR
1645|1|1712|REVENUE REPORT|1|Ar/accdatll.p|ar-rev|Revenue Report|9999|no|AR
1645|2|1633|AVERAGE REVENUE|1|Ar/arpurel.p|ar-aver|AVERAGE REVENUE PER USER|9999|no|AR
1645|3|1735|SUBSCR. REVENUE|1|Mc/subsrel.p|ar-subr|Subscription Revenue|9999|no|AR
1645|4|9833|NEW UNB.R|1|Inv/collect_unbilled_revenue_ui.p|newubr|New unbilled revenue report|9999|no|AR
1645|5|1241|BILLED REVENUE|1|Ar/billed_revenue_ui.p|billrev|Billed Revenue Report|9999|no|AR
1645|6|1242|UNBILLED REVENUE|1|Ar/unbilled_revenue_ui.p|unbrev|Unbilled Revenue Report|9999|no|AR
1645|7|2051|REVENUE JOURNAL|1|Ar/revenue_journal_ui.p|revjour|Revenue Journal|9999|no|AR
1645|8|8|RETURN |3||||0|no|AR
1646|1|1653|BI.GROUP SALES|1|Ar/bigroup_sales_ui.p|ar-bigs|Billing Item Group Sales|9999|no|AR
1646|2|1654|BILLED BILLITEM|1|Inv/billed_billitems_ui.p|ar-bitem|Billed Billing Items|9999|no|BILL
1646|8|8|RETURN |3||||9999|no|AR
166|1|1011|IMPORT DD.AUTH.|1|Ar/nnsvlu.p|dd-im|Import DD Authorizations|9999|no|CC
166|2|1012|UPDATE DD.AUTH.|1|Ar/nnsvypm.p|dd-up|Update DD Authorizations|9999|no|CC
166|3|52|FAILED DD AUTH.|1|Ar/nnsvypmf.p|dd-fail|Failed DD Authorizations|9999|no|AR
166|4|68|DD STAT. REPORT|1|Ar/ddstatrel.p|dd-rep|DD Status Report|9999|no|AR
166|5|1013|D.DEBIT FILE|1|Inv/ddoutfileui.p|dd-fi|Direct Debit File Creation|9999|no|BILL
166|8|8|RETURN |3||||9999|no|AR
167|5|1818|CREATE FAT|1|Ar/cobalui.p|cc-fat|Create FAT From Events|9999|no|COMM
167|7|51|BASIC FILES|2||cc-bas||9999|no|COMM
167|8|8|RETURN |3||||9999|no|AR
1674|1|1130|EVENT REPORT|1|Ar/copayrel.p|cc-cp|Commission Report|9999|no|AR
1674|3|1129|AC REPORT|1|Ar/coacrel.p|co-acr|AC Event Report|9999|no|COMM
1674|8|8|RETURN |3||||9999|no|COMM
1677|1|1036|CONTRACT |1|Mc/contractm.p|cc-cont|Contract Maintenance|9999|no|COMM
1677|2|952|RESELLER |1|Mc/nnrsyp.p|cc-rs|Resellers|9999|no|COMM
1677|3|756|SALESMEN |1|Mc/nnsmyp2.p|cc-sm|Salesmen|9999|no|COMM
1677|5|1037|CONTRACT REPORT|1|Mc/contrel.p|cu-crep|Contract Report|9999|no|AR
1677|8|8|RETURN |3||||9999|no|COMM
17|1|880|MISC. FILES|2||su-mf|MISCELLANEOUS FILES|9999|no|SYST
17|2|569|CALENDER SETTINGS|2||su-mr|DIFFERENT TMS CALENDER SETTINGS|9999|no|SYST
17|3|778|PRINT SETUP|2||su-pr|PRINTERS AND PRINTOUTS|9999|no|SYST
17|4|1127|LOGS |2||log|Logs|9999|no|SYST
17|5|881|RUN A PROGRAM|1|Syst/nnrun.p|run|Run a program (by module name)|9999|no|SYST
17|6|2200|USER RIGHTS|2||su-ur|USER RIGHTS|9999|no|SYST
17|7|2204|CHANGE PASSWORD|1|Syst/chpass.p|su-pas|Change user password|9999|no|MOB
17|8|8|RETURN |3||||9999|no|SYST
171|1|1993|DUMP CONFIG|1|Syst/dumpfile.p|dump|Dumpfile Configuration|9999|no|VENDOR
171|2|6912|REQUEST CONFIG|2||req-conf|Request Configuration|9999|no|SYST
171|3|751|HEADER TEXTS|1|Mc/nnteyp.p|su-he|Header text file update|9999|no|SYST
171|4|1552|SELECT. LISTS|1|Syst/tmscodes.p|tmscodes|Selection Lists|9999|no|VENDOR
171|5|1800|BRAND |1|Syst/brand.p|brand|Brands|9999|no|SYST
171|6|802|COMPANY DATA|1|Mc/nnyrit.p|su-co|Company data file update|9999|no|SYST
171|7|58|BANK ACCOUNTS|1|Mc/bankacc.p|su-bank|Bank Accounts|9999|no|SYST
171|8|8|RETURN |3||||9999|no|SYST
1712|1|6910|REQUEST TYPES|1|Syst/reqtypem.p|req-type|Request Types|9999|no|SYST
1712|2|6909|REQUEST QUEUES|1|Syst/requestqueue.p|rqueue|Request Queues|9999|no|SYST
1712|4|9809|REQ STAT FUNCTION|1|Syst/requestbrowser.p|req-func|Request Status Functions|9999|no|VENDOR
1712|8|8|RETURN |3||||9999|no|SYST
172|2|752|SPECIAL HOLIDAYS|1|Mc/nnpyyp.p|su-sh|Special holiday file update|9999|no|SYST
172|8|8|RETURN |3||||9999|no|SYST
1721|8|8|RETURN |3||||9999|no|SYST
1722|3|809|CUSTOMER LISTS|1|Mc/nnalky.p|xor-cli|Customer lists|9999|no|SYST
1722|8|8|RETURN |3||||9999|no|SYST
1725|8|8|RETURN |3||||9999|no|SYST
1727|8|8|RETURN |3||||9999|no|SYST
173|1|779|PRINTERS |1|Syst/utukir.p|printers|Printer file update|9999|no|SYST
173|2|780|PRINT- OUTS|1|Syst/ututul.p|su-pro|Printout definition file update|9999|no|SYST
173|4|985|PRINT HOUSE|1|Mc/printhouseconf.p|pr-house|Printhouse Configuration|9999|no|SYST
173|5|1205|REPORT CONFIG.|1|Syst/reportconf.p|repconf|Report Configuration|9999|no|VENDOR
173|8|8|RETURN |3||||9999|no|SYST
174|1|1752|EVENTLOG |1|Mc/eventselm.p|su-ev|Browse eventlog|9999|no|SYST
174|2|1125|ERROR LOG|1|Mc/errorlogm.p|log-err|Error Log|9999|no|SYST
174|3|1126|ACTION LOG|1|Mc/actionlogm.p|log-act|Action Log|9999|no|SYST
174|4|1745|SMS MESSAGES|1|Mc/callalarm1.p|mbi-alar|ALARMS|9999|no|mob
174|8|8|RETURN |3||||9999|no|SYST
176|1|2201|UPDATE TOKENS|1|Syst/token.p|su-to|Update tokens|9999|no|SYST
176|2|2202|TABLE TOKENS|1|Syst/tabletoken.p|su-tt|Update Tabletokens|9999|no|SYST
176|5|781|USERS |1|Syst/ukayt.p|su-usr|Update users|9999|no|SYST
176|6|546|USER GROUPS|1|Syst/nnugro.p|su-ugr|User Groups, update|9999|no|SYST
176|7|2204|CHANGE PASSWORD|1|Syst/pwadmin.p|pwadmin|Password Change Admin|9999|no|SYST
176|8|8|RETURN |3||||9999|no|SYST
3|1|2|CONTINUE |2||-aspa||9999|no|cc
3|8|3|QUIT |3||||9999|no|CC
31|1|2204|CHANGE PASSWORD|1|Syst/chpass.p||CHANGE PASSWORD|9999|no|CC
31|3|1881|MOBILE DATA|2|||MOBILE DATA|9999|no|cc
31|7|9042|SUPER USER|2|||SUPER USER ACTIONS|9999|no|CCSUPER
31|8|3|QUIT |3||||9999|no|CC
313|2|710|CUSTOM- ERS|1|Mc/customerbr.p||Customers|9999|no|CCSUPER
313|3|259|MOBILE SUBSCRIP|1|Mm/mobsuball.p||Mobile Subscriptions|9999|no|MOB
313|4|2206|ORDERS |2|||ORDERS|9999|no|cc
313|7|239|MOBILE SERVICE|2|||MOBILE SERVICES|9999|no|CC
313|8|8|RETURN |3||||9999|no|cc
3134|5|2220|ORDER UNKNOWN|1|Mc/order2.p||Browse unknown orders|9999|no|CC
3134|6|2221|ORDER KNOWN|1|Mc/order34.p||Orders Known|9999|no|CC
3134|7|9045|ORDER HISTORY|1|Mc/order34.p||All Orders|9999|no|CC
3134|8|8|RETURN |3||||9999|no|CC
3137|1|9044|HLR LOG |1|Mm/solog.p||HLR LOG|9999|no|cc
3137|2|228|SIM CARDS|1|Mm/simall.p||SIM Cards|9999|no|cc
3137|8|8|RETURN |3||||9999|no|CC
317|1|229|MSISDN NUMBERS|1|Mm/msisdn.p||MSISDN Numbers|9999|no|VENDOR
317|3|1960|MOBSUB HISTORY|1|Mm/killedmobs.p||Mobile Subscription History|9999|no|CCSUPER
317|6|59|CLITYPE CHANGES|1|Mm/msrequestm.p||CLIType Change Request|9999|no|CCSUPER
317|8|8|RETURN |3||||9999|no|CCSUPER
