Table Name|Field Name|Group|Value|Description|Used|Configuration Value|Memo
Invoice|ClaimState|AccRec|12.0|Suspended|Yes||
Invoice|ClaimState|AccRec|12.1|Promise to pay|Yes||
Invoice|ClaimState|AccRec|13.0|Termination email sent|Yes||
Invoice|ClaimState|AccRec|14.0|Terminated|Yes||
Invoice|ClaimState|AccRec|2.0|2. SMS reminder|Yes||
Invoice|ClaimState|AccRec|3.0|3. SMS reminder|Yes||
Invoice|ClaimState|AccRec|4.0|Listed to Debt collection|No ||
Invoice|ClaimState|AccRec|5.0|Transferred to Debt collection|No ||
Invoice|DCState|AccRec||Not claimed|Yes||
Invoice|DCState|AccRec|I|Transferred to Debt collection|Yes||
Invoice|DCState|AccRec|L|Listed to Debt collection|Yes||
Invoice|DCState|AccRec|R1|1. Reminder sent|Yes||
Invoice|DCState|AccRec|R2|1. Reminder copy sent|Yes||
Invoice|DCState|AccRec|R3|2. Reminder sent|Yes||
Invoice|DCState|AccRec|R4|2. Reminder copy sent|Yes||
Invoice|DDState|Billing|0|Undelivered|No ||
Invoice|DDState|Billing|1|Delivered|No ||
Invoice|DDState|Billing|2|Cancelled|No ||
Invoice|DelType|Billing|0|Not defined|No ||
Invoice|DelType|Billing|1|Printed invoice|Yes|CUSTOMER:PRINTINV|1,5
Invoice|DelType|Billing|10|Do not send invoice by post|No ||1,5
Invoice|DelType|Billing|2|EMail|Yes||1,5
Invoice|DelType|Billing|3|Direct Invoice|No ||1
Invoice|DelType|Billing|4|EInvoice|Yes||1,5
Invoice|DelType|Billing|5|SelfService|Yes||1,5
Invoice|DelType|Billing|6|Finvoice|Yes||
Invoice|Deltype|Billing|7|Direct Payment|Yes|CUSTOMER:DPAYMINVDEL|
Invoice|DelType|Billing|8|Archive|Yes||
Invoice|DelType|Billing|98|Not Defined|No ||
Invoice|DelType|Billing|99|Test file|No ||
Invoice|EndInvType|Billing|0|No closing invoice created|Yes||
Invoice|EndInvType|Billing|1|Closing invoice due to termination (normal)|Yes||
Invoice|EndInvType|Billing|2|Closing invoice creation failed, no events (norm)|Yes||
Invoice|EndInvType|Billing|3|Closing invoice due to debt|Yes||
Invoice|EndInvType|Billing|4|Closing invoice creation failed, no events (debt)|Yes||
Invoice|ExtCrlState|Report|0|Not set|Yes||
Invoice|ExtCrlState|Report|1|Sold|Yes||
Invoice|ExtCrlState|Report|2|Outdated|Yes||
Invoice|ExtCrlState|Report|3|Other|Yes||
Invoice|ExtCrlState|Report|4|Debt adjustment|Yes||
Invoice|ExtCrlState|Report|5|Fraud|Yes||
Invoice|IgnoreMin|Billing|1|User gave permission|Yes||
Invoice|IgnoreMin|Billing|2|Overpayment or advance payment used|Yes||
Invoice|IgnoreMin|Billing|3|Credit loss posting|Yes||
Invoice|IgnoreMin|Billing|4|Enough periods skipped already|Yes||
Invoice|InvType|Report|1|Scheduled invoice|Yes||
Invoice|InvType|Report|10|Credit for adv.payment invoice|No ||
Invoice|InvType|Report|11|Credit for deposit inv.|No ||
Invoice|InvType|Report|12|Prepaid invoice|No ||
Invoice|InvType|Report|13|Credit for prepaid invoice|No ||
Invoice|InvType|Report|15|Part payment invoice|Yes||
Invoice|InvType|Report|16|Credit note to part payment invoice|Yes||
Invoice|InvType|Report|2|Interest invoice|No ||
Invoice|InvType|Report|20|Commission invoice|Yes||
Invoice|InvType|Report|21|Subvention invoice|Yes||
Invoice|InvType|Report|22|Credit note to Commission invoice|Yes||
Invoice|InvType|Report|23|Credit not to Subvention invoice|Yes||
Invoice|InvType|Report|3|Deposit invoice|No ||
Invoice|InvType|Report|4|Advance payment invoice|No ||
Invoice|InvType|Report|5|Credit note to scheduled invoice|Yes||
Invoice|InvType|Report|6|Cash Invoice|No ||
Invoice|InvType|Report|69|Migrated/dummy invoice|No ||
Invoice|InvType|Report|7|Cash Receipt|No ||
Invoice|InvType|Report|8|Credit for cash invoice|No ||
Invoice|InvType|Report|9|Credit for cash receipt|No ||
Invoice|InvType|Report|99|Test Invoice|Yes||
Invoice|PaymState|AccRec|0|Unpaid|Yes||
Invoice|PaymState|AccRec|1|Partly paid|Yes||
Invoice|PaymState|AccRec|2|Paid|Yes||
Invoice|PaymState|AccRec|3|Credit loss|Yes||
Invoice|PaymState|AccRec|4|Payment plan|Yes||
Invoice|PaymState|AccRec|5|EPayment|Yes||
Invoice|PrintState|Report|0|Undelivered|Yes||
Invoice|PrintState|Report|1|Delivered|Yes||
Invoice|PrintState|Report|2|Printed locally|Yes||
Invoice|PrintState|Report|3|Printed both to Printing house and locally|Yes||
Invoice|PrintState|Report|4|XML-file formed|Yes||
Invoice|PrintState|Report|5|PDF-file formed|Yes||
Invoice|PrintState|Report|6|PDF sent to customer via eMail|Yes||
Invoice|RemFee|Billing|B2C|Reminder fee|Yes|CUSTOMER:OTCREMFEEDC|
Invoice|SpecDel|Billing|0|Not sent|Yes||
Invoice|SpecDel|Billing|1|Send to print house|Yes||
Invoice|SpecDel|Billing|2|Send via eMail (Not in Use)|Yes||
Invoice|VATUsage|Billing|1|Domestic sales|Yes||
Invoice|VATUsage|Billing|2|Intra-Community supply (consumer)|Yes||
Invoice|VATUsage|Billing|3|VAT 0% Intra-Community supply (Reverse charge)|Yes||
Invoice|VATUsage|Billing|4|VAT 0% Supply outside the Community|Yes||
InvoiceTarget|HostTable|Billing|CustPerContract|Customer contract|Yes||
InvoiceTarget|HostTable|Billing|MobSub|Subscription|Yes||
InvRow|RowType|Invoice|1|CDR, starting charge|Yes||
InvRow|RowType|Invoice|10|Commission|Yes||
InvRow|RowType|Invoice|11|Subvention|Yes||
InvRow|RowType|Invoice|12|Interest event|Yes||
InvRow|RowType|Invoice|2|Mobile CDR|Yes||
InvRow|RowType|Invoice|3|Fixed Fee|Yes||
InvRow|RowType|Invoice|4|Single Fee|Yes||
InvRow|RowType|Invoice|5|Minimum billing amount|Yes||
InvRow|RowType|Invoice|6|CDR, event type charge e.g MCF|Yes||
InvRow|RowType|Invoice|7|FATime|Yes||
InvRow|RowType|Invoice|8|CDR, service charge|Yes||
InvRow|RowType|Invoice|9|Discount|Yes||
InvText|AddrTarget|Printing|1|Customer|Yes||
InvText|AddrTarget|Printing|2|Invoice delivery (not in use)|Yes||
InvText|AddrTarget|Printing|3|User|Yes||
InvText|AddrTarget|Printing|4|Agreement customer|Yes||
InvText|AddrTarget|Printing|5|Invoice customer|Yes||
InvText|InfoType|CustCare|CS|Cover Sheet|Yes||
InvText|InfoType|CustCare|I|Information|Yes||
InvText|InfoType|CustCare|M|Marketing|Yes||
InvText|InfoType|CustCare|SYS|System letter|Yes||
InvText|KeyValue|EKIRJE|CLimit|EKIRJE|Yes||
InvText|Keyvalue|EMAIL|DebtTermination|Subscription termination due to debt|Yes||
InvText|KeyValue|EKIRJE|EKIRJE|EKIRJE|Yes||
InvText|Keyvalue|EMAIL|PPTermination|Part payment termination due to debt|Yes||
invtext|keyvalue|EMAIL|REMINDER|Reminder|Yes||
InvText|KeyValue|EKIRJE|SMSC|SMSC Change|Yes||
ITSendLog|RepType|Report|CallSpec|Call itemization|Yes||
ITSendLog|RepType|Report|CallSpecBulk|Call itemization bulk print|Yes||
ITSendLog|RepType|Report|EMail|Email|Yes||
ITSendLog|RepType|Report|IntrumXML|XML to Intrum AR|Yes||
ITSendLog|RepType|Report|InvSpec|Invoice's Call Specification|Yes||
ITSendLog|RepType|Report|IT|Information Text|Yes||
ITSendLog|RepType|Report|PrintHouse|Invoice to printhouse|Yes||
ITSendLog|RepType|Report|SMS|SMS info|Yes||
Limit|Billing Permission|Limit|0|Allowed|Yes||
Limit|Billing Permission|Limit|1|Suspended|Yes||
Limit|Billing Permission|Limit|2|Prohibited|Yes||
Limit|LimitType|TMR|1|TMRLimit|Yes||
Limit|LimitType|TMR|2|SubQty|Yes||
Limit|LimitType|TMR|3|Billing Permission|Yes||
MATRIX|MXName|MXName|ID|Customer ID|Yes||
MAtrix|MXNAme|MXName|Module|Module Name|Yes||
Matrix|MXName|MXName|PerContract||Yes||
MATRIX|MXName|MXName|SubsTypeFrom|Current Subscription Type|Yes||
MATRIX|MXName|MXName|SubsTypeGroupFrom|Subscription group from|Yes||
MATRIX|MXName|MXNAME|SubsTypeGroupTo|Subscription group To|Yes||
MATRIX|MXName|MXName|SubsTypeTo|New Subscription Type|Yes||
MATRIX|MXRes|MXRes|0|DENIED|Yes||
MATRIX|MXRes|MXRes|1|ALLOWED|Yes||
Memotype|memotype|MemoType|*|All memos|Yes||
Memotype|memotype|memotype|CreditC|.|Yes||
Memotype|MEmotype|MemoType|Customer|Customer memos|Yes||
Memotype|MemoType|Memotype|Invoice|Invoice memos|Yes||
Memotype|MeMotype|MemoType|MobSub|Subscription memos|Yes||
Memotype|memotype|Memotype|MSRequest|Request memos|Yes||
MobCDR|OrigRecordType|MessageCategory|1|Yleishy�dylliset palvelut|Yes||
MobCDR|OrigRecordType|MessageCategory|2|Asiointipalvelut|Yes||
Mobcdr|OrigRecordType|MessageCategory|3|Ajanvietopalvelut|Yes||
MobCDR|OrigRecordType|MessageCategory|4|Muut palvelut|Yes||
Mobsub|MNPChannel|MNPChannel|0|NEW|Yes||
Mobsub|MNPChannel|MNPChannel|1|WEB|Yes||
Mobsub|MNPChannel|MNPChannel|2|M2M|Yes||
mobsub|ms-status|MobileStatus|0|UNDEFINED|Yes||
mobsub|ms-status|MobileStatus|1|ONLY MSISDN set (no IMSI/ICC)|Yes||
mobsub|ms-status|MobileStatus|10|WAIT POST INFO|Yes||
mobsub|ms-status|MobileStatus|11|MNP - NOT NPO|Yes||
mobsub|ms-status|MobileStatus|12|MNP - NPO|Yes||
mobsub|ms-status|MobileStatus|13|MNP - NPOC|Yes||
mobsub|ms-status|MobileStatus|14|MNP - REJECTED|Yes||
mobsub|ms-status|MobileStatus|2|ACTIVATION ONGOING|Yes||
mobsub|ms-status|MobileStatus|3|ACTIVATION FAILED|Yes||
mobsub|ms-status|MobileStatus|4|ACTIVATED IN HLR|Yes||
mobsub|ms-status|MobileStatus|5||Yes||
mobsub|ms-status|MobileStatus|6||Yes||
mobsub|ms-status|MobileStatus|7|BARRED DUE TO SALDO|Yes||
mobsub|ms-status|MobileStatus|8|BARRED TEMPORARILY|Yes||
mobsub|ms-status|MobileStatus|9|BARRED DUE TO CONTROL|Yes||
Mobsub|ParentCode|Parent|0|NOT Extra Sim Card|Yes||
MobSub|ParentCode|Parent|1|Primary SIM|Yes||
Mobsub|ParentCode|Parent|2|Slave Sim|Yes||
Mobsub|RepCodes|Report|3|Itemized Invoice|Yes||
Mobsub|RepCodes|Report|4|Itemized list of calls|Yes||
MobSub|SegmentOffer|RenewalOffer|OFA|Renewal Segment Offer A|Yes||
MobSub|SegmentOffer|RenewalOffer|OFB|Renewal Segment Offer B|Yes||
MobSub|SegmentOffer|RenewalOffer|OFC|Renewal Segment Offer C|Yes||
MobSub|SegmentOffer|RenewalOffer|OFD|Renewal Segment Offer D|Yes||
MobSub|SegmentOffer|RenewalOffer|OFE|Renewal Segment Offer E|Yes||
MobSub|SegmentOffer|RenewalOffer|OFF|Renewal Segment Offer F|Yes||
MsReqStat|ReqFunc|MsRequest|0|No functions|Yes||
MsReqStat|ReqFunc|MsRequest|1|Cancel request (set status to 4)|Yes||
MsReqStat|ReqFunc|MsRequest|2|Reset request (set status to 0)|Yes||
MsReqStat|ReqFunc|MsRequest|3|Handle request (set status to 9)|Yes||
MsReqStat|ReqFunc|MsRequest|4|Reset request and bypass network(set status to 6)|Yes||
MsReqStat|ReqFunc|MsRequest|5|Approve request (set status to 15)|Yes||
MsRequest|Error|Request|8,1|No service limits created|Yes|Cancel|
MsRequest|Error|Request|8,2|No active contract was found|Yes|Cancel|
MsRequest|Error|Request|8,3|Periodical contract is not valid|Yes|Cancel|
MsRequest|Error|Request|8,4|Per.contract is already active on subscription|Yes|Cancel|
MsRequest|Error|Request|8,5|Per.contract instance with given ID already exists|Yes||
MsRequest|ReqSource|Request|1|Subscription creation|Yes||
MsRequest|ReqSource|Request|10|Prepaid life cycle cdr|Yes||
MsRequest|ReqSource|Request|11|CC Tool|No ||
MsRequest|ReqSource|Request|12|Preactivated Prepaid ACC|No ||
MsRequest|ReqSource|Request|13|FRONT|No ||
MsRequest|ReqSource|Request|14|Order Cancellation|Yes||
MsRequest|ReqSource|Request|15|External API|Yes||
MsRequest|ReqSource|Request|2|Subscription type change|Yes||
MsRequest|ReqSource|Request|3|Subscription termination|Yes||
MsRequest|ReqSource|Request|4|Manual event (CCBS)|Yes||
MsRequest|ReqSource|Request|5|Automatic (cron/script)|Yes||
MsRequest|ReqSource|Request|6|Debt collection|Yes||
MsRequest|ReqSource|Request|7|Credit limit|Yes||
Msrequest|ReqSource|Request|8|Activation/Deactivation|Yes||
MsRequest|ReqSource|Request|9|ICC/UCC|Yes||
MsRequest|ReqStatus|Request|0|New|Yes||
MsRequest|ReqStatus|Request|1|Under work|Yes||
MsRequest|ReqStatus|Request|15|Approved for handling|Yes||
MsRequest|ReqStatus|Request|16|Pending file creation|Yes||
MSrequest|ReqStatus|Request|17|File created|Yes||
MSRequest|ReqStatus|Request|19|Waiting for confirmation|Yes||
MsRequest|ReqStatus|Request|2|Done|Yes||
MsRequest|ReqStatus|Request|3|Rejected (error occurred)|Yes||
MsRequest|ReqStatus|Request|4|Cancelled|Yes||
MSrequest|ReqStatus|Request|5|Pending external handling|Yes||
MsRequest|ReqStatus|Request|6|External handling done|Yes||
MsRequest|ReqStatus|Request|7|Pending Sub-request|Yes||
MsRequest|Reqstatus|Request|8|Sub-request DONE|Yes||
MsRequest|ReqStatus|Request|9|Handled|Yes||
MsRequest|ReqStatus|Request|99|Process error (SNS maintenance required)|Yes||
MsRequest|ReqStatusX|Request|11|Contract letter printed|Yes||
MsRequest|ReqStatusX|Request|12|Confirmed/Contract letter returned|Yes||
MsRequest|ReqStatusX|Request|13|VRK and/or SAT failed|Yes||
MsRequest|ReqStatusX|Request|14|Advance payment invoice sent|Yes||
MsRequest|ReqType|Request|0|Subscription type change|Yes|MsReq|
MsRequest|ReqType|Request|1|Service Change|Yes|ScReq|
MsRequest|ReqType|Request|10|Agreement Customer Change|Yes|OwReq|
MsRequest|ReqType|Request|11|Payment Plan|Yes|PlReq|
MsRequest|ReqType|Request|12|Marketing Values|Yes|MaReq|
MsRequest|ReqType|Request|13|Subscription creation|Yes|CrReq|
MsRequest|ReqType|Request|15|SIM Change|Yes|ICCReq|
MsRequest|ReqType|Request|18|Terminate Subscription|Yes|DelReq|
MsRequest|ReqType|Request|19|MSISDN Change|Yes|MSISDNReq|
MsRequest|ReqType|Request|2|Saldo Payment|Yes|SpReq|
MsRequest|ReqType|Request|20|On Demand Invoice|Yes|ODIReq|
MsRequest|ReqType|Request|22|Credit Note|Yes||
MsRequest|ReqType|Request|23|Refund|Yes||
MsRequest|ReqType|Request|24|Bank Account number change|Yes||
MsRequest|ReqType|Request|27|Feemodel price change|Yes|fmprice|
MsRequest|ReqType|Request|28|Price guarantee|Yes|PGRequest|
MsRequest|ReqType|Request|3|User Change|Yes|UcReq|
MsRequest|ReqType|Request|31|Payment|Yes||
MsRequest|ReqType|Request|32|Bank reference|Yes||
MSrequest|ReqType|Request|33|Credit check|Yes||
MSrequest|ReqType|Request|34|Manual payment|Yes||
MsRequest|ReqType|Request|35|Barring and suspension request|Yes||
MSRequest|ReqType|Request|37|SMS|Yes||
MsRequest|ReqType|Request|4|Invoice Customer Change|Yes|IcReq|
MsRequest|ReqType|Request|5|User Account|Yes|UaReq|
MsRequest|ReqType|Request|52|Debt level|Yes||
MsRequest|ReqType|Request|6|Address Change|Yes|AdReq|
MsRequest|ReqType|Request|7|Per. Contract PIN|Yes|PpReq|
MsRequest|ReqType|Request|8|Per. Contract Activation|Yes|PaReq|
MsRequest|ReqType|Request|9|Per. Contract Termination|Yes|PtReq|
MsRequest|TermReason|Request|1|Customer|Yes||
MsRequest|TermReason|Request|10|Risk Fraud|Yes||
MsRequest|TermReason|Orders|11|POS Orders Cancellation|Yes||
MsRequest|TermReason|Request|13|Order cancellation, deactivate all|Yes||
MsRequest|TermReason|Request|14|Order cancellation, deactivate all except device|Yes||
MsRequest|TermReason|Request|15|Order terminated by CSP, deactivate all|Yes||
MsRequest|TermReason|Request|16|Order terminated by CSP, deact. all except device|Yes||
MsRequest|TermReason|Request|17|Device order cancellation|Yes||
MsRequest|TermReason|Request|18|Accelerated termination of device contract|Yes||
MsRequest|TermReason|Request|19|Device return based on agreement with CSP|Yes||
MsRequest|TermReason|Request|2|MNP outporting|Yes||
MsRequest|TermReason|Request|20|Device contract termination by CSP, deact. charges|Yes||
MsRequest|TermReason|Request|21|Device contract termination by CSP with charges|Yes||
MsRequest|TermReason|Request|22|Order terminated by CSP|Yes||
MsRequest|TermReason|Request|23|Contract fully paid|Yes||
MsRequest|TermReason|Request|24|Experiment period cancel, deact. all|Yes||
MsRequest|TermReason|Request|25|Experiment period cancel, deact. device|Yes||
MsRequest|TermReason|Request|26|SalesPerson cancelled device contract, deact. device|Yes||
MsRequest|TermReason|Request|27|Deactivate device, not subscription|Yes||
MsRequest|TermReason|Request|28|Device contract termination by OM|Yes||
MsRequest|TermReason|Request|4|Debt collection|Yes||
MsRequest|TermReason|Request|5|Other reason (ADMIN users)|Yes||
MsRequest|TermReason|ReqCron|6|Prepaid life cycle deletion|Yes||
MsRequest|TermReason|ReqCron|7|Subscription maintenance|Yes||
MsRequest|TermReason|ReqCron|8|Bad customer deletion|Yes||
MsRequest|TermReason|Request|9|Risk Collection|Yes||
OfferCriteria|CriteriaType|Offer|CLIType|Subscription type|Yes||
OfferCriteria|CriteriaType|Offer|NumberType|Type of subscription MSISDN|Yes||
OfferCriteria|CriteriaType|Offer|OldPayType|Old payment type of subscription|Yes||
OfferCriteria|CriteriaType|Offer|OrderChannel|Channel in which order was made|Yes||
OfferCriteria|CriteriaType|Offer|PayType|Payment type of subscription|Yes||
OfferCriteria|CriteriaType|Offer|RenewalSegment|Segmentation allowed in Renewal|Yes||
OfferItem|ItemType|Offer|BillItem|Billing item|Yes||
OfferItem|ItemType|Offer|BundleItem|Bundle Item|Yes||
OfferItem|ItemType|Offer|FATime|FATime group|Yes||
OfferItem|ItemType|Offer|OptionalBundleItem|Optional Bundle Item|Yes||
OfferItem|ItemType|Offer|PerContract|Periodical contract|Yes||
OfferItem|ItemType|Offer|ServicePackage|Service Package|Yes||
OfferItem|ItemType|Offer|Topup|Topup scheme|Yes||
OPLog|EventType|AR|1|Overpayment|Yes||
OPLog|EventType|AR|10|Advance Payment|Yes||
OPLog|EventType|AR|11|Deducted Adv.payment on a new invoice|Yes||
OPLog|EventType|AR|12|Adv.payment used as payment into an invoice|Yes||
OPLog|EventType|AR|13|Deposit|Yes||
OPLog|EventType|AR|14|Deposit used as payment into an invoice|Yes||
OPLog|EventType|AR|15|Deleted payment with advance payment|Yes||
OPLog|EventType|AR|16|Deleted payment with deposit|Yes||
OPLog|EventType|AR|17|Deposit transferred to subsc.customer|Yes||
OPLog|EventType|AR|18|Return of deposit|Yes||
OPLog|EventType|AR|19|Return of advance payment|Yes||
OPLog|EventType|AR|2|Extra payment for an already paid invoice|Yes||
OPLog|EventType|AR|20|Adv.payment transferred to subsc.customer|Yes||
OPLog|EventType|AR|21|Add subscription balance limit|Yes||
OPLog|EventType|AR|22|Adv.payment transferred from FAT|Yes||
OPLog|EventType|AR|23|TopUp balance cancelled|Yes||
OPLog|EventType|AR|24|MSISDN change: deposit move|Yes||
OPLog|EventType|AR|25|MSISDN change: overpayment move|Yes||
OPLog|EventType|AR|26|MSISDN change: adv.payment move|Yes||
OPLog|EventType|AR|27|Refund balance|Yes||
OPLog|EventType|AR|28|MSISDN change: refund balance move|Yes||
OPLog|EventType|AR|29|Deducted OP through a credit note|Yes||
OPLog|EventType|AR|3|Deducted OP on a new invoice|Yes||
OPLog|EventType|AR|30|Converted from contract overpayment|Yes||
OPLog|EventType|AR|31|Overpayment moved to another customer|Yes||
OPLog|EventType|AR|32|Overpayment moved from another customer|Yes||
OPLog|EventType|AR|33|Overpayment moved to another ITG|Yes||
OPLog|EventType|AR|34|Overpayment moved from another ITG|Yes||
OPLog|EventType|AR|4|Credit note (deduction also credited)|Yes||
OPLog|EventType|AR|5|Overpayment used as payment into an invoice|Yes||
OPLog|EventType|AR|6|Return of overpayment|Yes||
OPLog|EventType|AR|61|Return of overpayment to customer|Yes||
OPLog|EventType|AR|62|Return of overpayment to AR|Yes||
OPLog|EventType|AR|63|Removal of erroneous overpayment|Yes||
OPLog|EventType|AR|7|Fixing erroneous usage|Yes||
OPLog|EventType|AR|8|Deleted payment with overpayment|Yes||
OPLog|EventType|AR|9|Missing sum from a payment|Yes||
Payment|DDError|AccRec|1|No funds or not current|Yes||
Payment|DDError|AccRec|2|Cancelled account or no direct debit order|Yes||
Payment|DDError|AccRec|3|Office of the direct debit order does not exist|Yes||
Payment|DDError|AccRec|4|Application of the R.D.338/90 on the NIF|Yes||
Payment|DDError|AccRec|5|On behalf of the client: error or cancellation|Yes||
Payment|DDError|AccRec|6|On behalf of the client: discontent with amount|Yes||
Payment|DDError|AccRec|7|Duplicated, wrong, mistaken or lack of data entry|Yes||
Payment|DDError|AccRec|8|Not used|Yes||
Payment|DDError|AccRec|9|Not used|Yes||
Payment|PaymSrc|AccRec|AD|Adv.payment or Deposit|No ||
Payment|PaymSrc|AccRec|AK|AKF|No ||
Payment|PaymSrc|AccRec|APRF|Refund from advance payment|No ||
Payment|PaymSrc|AccRec|ATM|TopUp payment|No ||
Payment|PaymSrc|AccRec|BR|Billing run|Yes||
Payment|PaymSrc|AccRec|CDC|Current Device Compensation|Yes||
Payment|PaymSrc|AccRec|CHARGE|Prepaid charge|No ||
Payment|PaymSrc|AccRec|CL|Credit loss|No ||
Payment|PaymSrc|AccRec|COMM|Commission|No ||
Payment|PaymSrc|AccRec|COMP|Prepaid Compensation|No ||
Payment|PaymSrc|AccRec|CR|Credit note|Yes||
Payment|PaymSrc|AccRec|CRRF|Refund from Credit note|No ||
Payment|PaymSrc|AccRec|DD|Direct Debit|No ||
Payment|PaymSrc|AccRec|DDRET|Direct Debit rejection|No ||
Payment|PaymSrc|AccRec|FBTC|From file, Bank transfer|No ||
Payment|PaymSrc|AccRec|FBTNC|From file, Bank transfer (NOT confirmed)|No ||
Payment|PaymSrc|AccRec|FCCC|From file, Credit card (confirmed)|No ||
Payment|PaymSrc|AccRec|FCCNC|From file, Credit card (NOT confirmed)|No ||
Payment|PaymSrc|AccRec|IN|Intrum|Yes||
Payment|PaymSrc|AccRec|IN50|Payment booking based on credit note|Yes||
Payment|PaymSrc|AccRec|IN51|Payments to other account|Yes||
Payment|PaymSrc|AccRec|IN54|Payment to DNA bank account|Yes||
Payment|PaymSrc|AccRec|IN60|Payments received via debt collection|Yes||
Payment|PaymSrc|AccRec|IN63|Credit loss|Yes||
Payment|PaymSrc|AccRec|IN77|Payment based on debt collection payment file|Yes||
Payment|PaymSrc|AccRec|IN98|Intrum payments to credit loss|Yes||
Payment|PaymSrc|AccRec|IN99|Overpayment booking by Intrum|Yes||
Payment|PaymSrc|AccRec|INJ|Intrum debt collection|Yes||
Payment|PaymSrc|AccRec|IT|Intial TopUp|No ||
Payment|PaymSrc|AccRec|MACAMP|Minus adjustment to Campaign Top Up|No ||
Payment|PaymSrc|AccRec|MAMANFIX|Manual Minus Adjustment payment|No ||
Payment|PaymSrc|AccRec|MANFIX|Manual payment event creation|No ||
Payment|PaymSrc|AccRec|MAOU|Minus adjustment to own usage Top up|No ||
Payment|PaymSrc|AccRec|MAPQ|Minus Adjustment to Price Quarantee balance|No ||
Payment|PaymSrc|AccRec|MCAMFIX|Manual payment event creation to campaign|No ||
Payment|PaymSrc|AccRec|MCNOC|Failed Minumum consumption charge|No ||
Payment|PaymSrc|AccRec|MINCONS|Pre paid minimum consumption|No ||
Payment|PaymSrc|AccRec|MP|Manual payment|Yes||
Payment|PaymSrc|AccRec|MP50|Rejected payment - credit note|Yes||
Payment|PaymSrc|AccRec|MP51|Rejected payment booking - other account|Yes||
Payment|PaymSrc|AccRec|MP54|Rejected payment booking - DNA bank account|Yes||
Payment|PaymSrc|AccRec|MP60|Rejected payment booking - Debt collection via AR|Yes||
Payment|PaymSrc|AccRec|MP63|Rejected payment booking - Credit loss|Yes||
Payment|PaymSrc|AccRec|MP77|Rejected payment booking - Payment to debt collect|Yes||
Payment|PaymSrc|AccRec|MP98|Manual payments to credit loss|Yes||
Payment|PaymSrc|AccRec|MP99|Rejected payment booking - Overpayment|Yes||
Payment|PaymSrc|AccRec|MPDNA|Manual payment booking requested by DNA|Yes||
Payment|PaymSrc|AccRec|MPFIX|Manual booking fix|Yes||
Payment|PaymSrc|AccRec|MPIT|Manual Initial Top up|No ||
Payment|PaymSrc|AccRec|MPOU|Manual Pre paid own usage Top up|No ||
Payment|PaymSrc|AccRec|MPPQ|Manual Price quarantee recharge|No ||
Payment|PaymSrc|AccRec|OPAR|Overpayment return to AR|Yes||
Payment|PaymSrc|AccRec|OPFIX|Manual overpayment fix|Yes||
Payment|PaymSrc|AccRec|OPINV|Overpayment booking to invoice in RBS|Yes||
Payment|PaymSrc|AccRec|OPRF|Refund payment to customer from overpayment|Yes||
Payment|PaymSrc|AccRec|PAMA|Prepaid Automatic Minus Adjustment|No ||
Payment|PaymSrc|AccRec|PC|Periodical contract|Yes||
Payment|PaymSrc|AccRec|PPC|Part payment contract|Yes||
Payment|PaymSrc|AccRec|PQ|Price quarantee|No ||
Payment|PaymSrc|AccRec|PRCAMP|Prepaid Campaign Top Up|No ||
Payment|PaymSrc|AccRec|PROU|Pre paid own usage Top Up|No ||
Payment|PaymSrc|AccRec|PUMA|Prepaid User interface Minus Adjustment|No ||
Payment|PaymSrc|AccRec|QS|Qvantel script|Yes||
Payment|PaymSrc|AccRec|RB|From unreg. to balance (RF)|No ||
Payment|PaymSrc|AccRec|RF|Reference file|No ||
Payment|PaymSrc|AccRec|RFUND|Refund payment|No ||
Payment|PaymSrc|AccRec|RL|Ref. to payment plan|No ||
Payment|PaymSrc|AccRec|RP|Refund|No ||
Payment|PaymSrc|AccRec|TB|From unreg. to balance (TT)|No ||
Payment|PaymSrc|AccRec|TT|Bank statement (TITO)|No ||
Payment|PaymType|AccRec|0|Normal|Yes||
Payment|PaymType|AccRec|1|Credit loss|Yes||
Payment|PaymType|AccRec|10|Prepaid compensation|No ||
Payment|PaymType|AccRec|11|Own usage|Yes||
Payment|PaymType|AccRec|12|Pre paid minimum consumption|No ||
Payment|PaymType|AccRec|13|Prepaid charge|No ||
Payment|PaymType|AccRec|14|Test invoice payment|Yes||
Payment|PaymType|AccRec|2|Payment to credit loss invoice|Yes||
Payment|PaymType|AccRec|20|Upfront|Yes||
Payment|PaymType|AccRec|3|Deposit|No ||
Payment|PaymType|AccRec|4|Advance Payment|No ||
Payment|PaymType|AccRec|5|Credit|Yes||
Payment|PaymType|AccRec|6|Refund|No ||
Payment|PaymType|AccRec|7|TopUp payment|No ||
Payment|PaymType|AccRec|8|Direct Debit|No ||
Payment|PaymType|AccRec|9|Initial TopUp|No ||
Payment|VoucherType|AccRec|1|Normal|Yes||
Payment|VoucherType|AccRec|2|TopUp|Yes||
PaymJournal|BasePeriod|Report|Booking date|Booking date used as period base|Yes||
PaymJournal|BasePeriod|Report|Creation date|Creation date used as period base|Yes||
PaymJournal|BasePeriod|Report|Payment date|Payment date used as period base|Yes||
PaymPlan|PPStatus|AccRec|1|Created|Yes||
PaymPlan|PPStatus|AccRec|2|Sent to customer|Yes||
PaymPlan|PPStatus|AccRec|3|Accepted|Yes||
PaymPlan|PPStatus|AccRec|4|Cancelled|Yes||
PaymPlan|PPStatus|AccRec|5|Paid (Closed)|Yes||
